# t_day  lambda(t)  mu(t)=mu_ref*q_mu  q_mu(t)  q_K0(t)  K0(t)=K0_ref*q_K0
1.083815247634947099e+01 3.990488873583581153e+01 1.279805135612855325e-02 1.279805135612855249e+00 1.141149959378919831e+00 2.282299918757839732e-02
1.085696871328757851e+01 5.289623605269046180e+01 1.272733486167597870e-02 1.272733486167597849e+00 1.143416402214810335e+00 2.286832804429620586e-02
1.087578495022568426e+01 5.163394497704409503e+01 1.265602303004740095e-02 1.265602303004740081e+00 1.145694216011712507e+00 2.291388432023425126e-02
1.089460118716379178e+01 4.540840575237460541e+01 1.258417484319795943e-02 1.258417484319795943e+00 1.147983137886760652e+00 2.295966275773521359e-02
1.091341742410189752e+01 4.530078805979962908e+01 1.251184831164782289e-02 1.251184831164782185e+00 1.150282902754802716e+00 2.300565805509605447e-02
1.093223366104000505e+01 4.569720424888664212e+01 1.243910045244494937e-02 1.243910045244494889e+00 1.152593243300107151e+00 2.305186486600214330e-02
1.095104989797811079e+01 4.951726055407318938e+01 1.236598726963523270e-02 1.236598726963523243e+00 1.154913889948674388e+00 2.309827779897348846e-02
1.096986613491621831e+01 4.454366914146855549e+01 1.229256373718042375e-02 1.229256373718042417e+00 1.157244570841171605e+00 2.314489141682343418e-02
1.098868237185432584e+01 4.253838239936948185e+01 1.221888378426242913e-02 1.221888378426242872e+00 1.159585011806489874e+00 2.319170023612979886e-02
1.100749860879243158e+01 4.127952956475407120e+01 1.214500028291026421e-02 1.214500028291026323e+00 1.161934936335943691e+00 2.323869872671887465e-02
1.102631484573053910e+01 4.035775890093142237e+01 1.207096503788473996e-02 1.207096503788473996e+00 1.164294065558117985e+00 2.328588131116236110e-02
1.104513108266864485e+01 3.962744526896228336e+01 1.199682877875442484e-02 1.199682877875442477e+00 1.166662118214369936e+00 2.333324236428739942e-02
1.106394731960675237e+01 4.556076887359338912e+01 1.192264115409524122e-02 1.192264115409524150e+00 1.169038810635004699e+00 2.338077621270009607e-02
1.108276355654485812e+01 4.180788018169516107e+01 1.184845072774552352e-02 1.184845072774552310e+00 1.171423856716126810e+00 2.342847713432253537e-02
1.110157979348296564e+01 4.115383840451990949e+01 1.177430497704740932e-02 1.177430497704740953e+00 1.173816967897183261e+00 2.347633935794366661e-02
1.112039603042107139e+01 4.675099033777365776e+01 1.170025029300545034e-02 1.170025029300544972e+00 1.176217853139207792e+00 2.352435706278415556e-02
1.113921226735917891e+01 3.971686195767985339e+01 1.162633198229271782e-02 1.162633198229271692e+00 1.178626218903778611e+00 2.357252437807557180e-02
1.115802850429728466e+01 3.884857124863682998e+01 1.155259427103525263e-02 1.155259427103525249e+00 1.181041769132696651e+00 2.362083538265393259e-02
1.117684474123539218e+01 4.230001187394559281e+01 1.147908031030554082e-02 1.147908031030554055e+00 1.183464205228403676e+00 2.366928410456807519e-02
1.119566097817349970e+01 3.961626607810158873e+01 1.140583218325624641e-02 1.140583218325624593e+00 1.185893226035143355e+00 2.371786452070286794e-02
1.121447721511160545e+01 3.953025477227127027e+01 1.133289091382637045e-02 1.133289091382637004e+00 1.188328527820882163e+00 2.376657055641764535e-02
1.123329345204971297e+01 4.928340535853655524e+01 1.126029647695211272e-02 1.126029647695211189e+00 1.190769804260002118e+00 2.381539608520004403e-02
1.125210968898781871e+01 4.109064307409116878e+01 1.118808781021650781e-02 1.118808781021650711e+00 1.193216746416773555e+00 2.386433492833547193e-02
1.127092592592592624e+01 3.941500522590361300e+01 1.111630282687213478e-02 1.111630282687213533e+00 1.195669042729625264e+00 2.391338085459250584e-02
